X,Y,OBJECTID,PWS_ID,PWS_NAME,CITY,DS_RO_SEQ_NO,MCD_CODE,MUNI_TYPE_CODE,SURVEY_TOWNSHIP,SURVEY_RANGE,SURVEY_RANGE_NDIR,SURVEY_SECTION,NUMBER_ENTRY_POINTS,SAMPLE_STATUS,SAMPLE_DATE,SAMPLE_RESULTS
601968.875,226134.265699999,1173015,15401122,BELOIT CITY OF,BELOIT,136356,4,0,1,13,4,31,7,Sampled,2023/02/06 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
686523.5624,271113.718800001,1173562,24105631,FRANKLIN WATER UTILITY,FRANKLIN,137411,26,2,5,21,4,13,2,,,
423521.75,370900.8125,1174460,63203239,SHELBY TN OF SD 2 ARBOR HL,LA CROSSE,145905,46,2,15,7,2,3,2,Sampled,2022/09/14 00:00:00+00,PFAS not detected in any samples from the water system
466678.4375,336799.4375,1174882,66302698,VIOLA WATERWORKS,VIOLA,146862,86,1,12,2,2,19,2,Sampled,2023/06/14 00:00:00+00,PFAS not detected in any samples from the water system
567521.9376,275475.531300001,1175090,11302500,OAKHILL CORRECTIONAL INST,OREGON,134802,42,0,6,9,4,34,2,Sampled,2023/05/15 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
386521.0001,455507.656300001,1181307,60601937,MONDOVI WATERWORKS,MONDOVI,144864,26,0,24,11,2,14,3,Sampled,2023/06/07 00:00:00+00,PFAS not detected in any samples from the water system
696821.9999,345868.6874,1185415,46004376,CEDAR GROVE WATERWORKS,CEDAR GROVE,143493,12,1,13,22,4,25,3,Sampled,2023/04/27 00:00:00+00,PFAS not detected in any samples from the water system
352096.6562,549915.8749,1186964,60301428,TURTLE LAKE WATERWORKS,TURTLE LAKE,144572,48,0,34,14,2,30,1,Sampled,2023/05/23 00:00:00+00,PFAS not detected in any samples from the water system
666436.4376,329008.9376,1190400,26701202,WEST BEND WATERWORKS,WEST BEND,138796,26,0,11,19,4,14,6,Sampled,2023/06/19 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
485980.7187,341588.281300001,1193825,15300714,YUBA WATERWORKS,YUBA,136257,96,1,12,1,4,6,1,,,
575706.2499,287150.375,1194199,11302247,MADISON WATER UTILITY,MADISON,134780,32,0,7,10,4,21,21,Sampled,2023/03/27 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
699553.9376,366949.593599999,1195462,46004035,SHEBOYGAN TN WATERWORKS,SHEBOYGAN,143490,24,0,15,23,4,20,3,Sampled,2023/06/08 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
479497.2187,405776.781099999,1199533,64203051,WARRENS WATERWORKS,WARRENS,146097,85,1,19,1,2,16,2,Sampled,2023/05/15 00:00:00+00,PFAS not detected in any samples from the water system
541954.9999,312565.25,1204020,15701004,PRAIRIE DU SAC WATERWORKS,PRAIRIE DU SAC,136626,28,0,9,6,4,1,2,Sampled,2023/04/17 00:00:00+00,PFAS not detected in any samples from the water system
495610.9063,475245.4999,1205379,73701089,SPENCER WATERWORKS,SPENCER,147768,74,0,26,2,4,7,2,Sampled,2023/05/22 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
637574.6251,422458.031199999,1206162,44502788,GREENVILLE UTILITIES VIL OF,GREENVILLE,142908,22,0,21,16,4,26,4,Sampled,2023/05/09 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
693977.0,227569.625,1208252,23001671,PLEASANT PRAIRIE WATER UTILITY,PLEASANT PRAIRIE,137096,41,2,1,22,4,34,1,,,
559600.6249,315984.531199999,1220103,11101002,LODI WATERWORKS,LODI,134520,22,0,10,8,4,26,3,Sampled,2023/06/07 00:00:00+00,PFAS not detected in any samples from the water system
622074.1249,352707.156099999,1220144,11401313,WAUPUN UTILITIES,WAUPUN,135269,92,2,14,15,4,32,1,Sampled,2023/05/08 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
492376.7811,352796.781199999,1224343,66302577,HILLSBORO WATERWORKS,HILLSBORO,146851,22,0,14,1,4,35,2,Sampled,2023/04/04 00:00:00+00,PFAS not detected in any samples from the water system
596422.0626,299066.3749,1229073,11302379,MARSHALL WATERWORKS,MARSHALL,134791,52,1,8,12,4,15,3,Sampled,2023/05/17 00:00:00+00,PFAS not detected in any samples from the water system
424750.6874,589917.9374,1233934,85805335,RADISSON WATERWORKS,RADISSON,151214,22,0,38,7,2,15,3,Sampled,2022/07/13 00:00:00+00,PFAS not detected in any samples from the water system
638736.3749,244361.7031,1239603,26500628,ELKHORN WATERWORKS,ELKHORN,138385,21,2,2,16,4,1,3,Sampled,2023/03/08 00:00:00+00,PFAS not detected in any samples from the water system
509619.2186,441434.156300001,1244760,77201124,PITTSVILLE WATERWORKS,PITTSVILLE,149647,71,2,23,3,4,27,2,Sampled,2023/04/11 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
570852.4375,319295.7501,1245169,11100936,ARLINGTON WATERWORKS,ARLINGTON,134517,2,0,10,9,4,13,2,Sampled,2023/04/20 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
496495.4688,563623.3749,1252642,85101324,PRENTICE WATERWORKS,PRENTICE,150899,30,0,35,1,4,1,2,Sampled,2023/06/14 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
372571.9376,595994.6249,1258686,86603055,SPOONER WATERWORKS,SPOONER,151809,34,0,39,12,2,31,2,Sampled,2023/05/24 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
572436.1251,491211.4374,1260812,73712562,HATLEY WATERWORKS,HATLEY,153368,36,1,28,10,4,19,1,Sampled,2023/06/06 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
726967.2499,488894.375,1266655,41505266,STURGEON BAY WATERWORKS,STURGEON BAY,140519,24,0,27,26,4,6,5,Sampled,2023/05/16 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
652250.9999,317386.8749,1270013,26701103,HARTFORD WATERWORKS,HARTFORD,138787,12,0,10,18,4,21,5,Sampled,2023/02/06 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
605315.5624,388097.968800001,1270378,42402162,BERLIN WATERWORKS,BERLIN,141494,2,0,17,13,4,10,3,Sampled,2023/04/19 00:00:00+00,PFAS not detected in any samples from the water system
674818.3749,591167.9999,1272474,43804398,NIAGARA WATERWORKS,NIAGARA,141996,20,0,38,20,4,9,2,Sampled,2023/06/07 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
623259.4376,467238.6249,1275953,46903934,EMBARRASS WATERWORKS,EMBARRASS,143774,21,1,25,15,4,5,2,Sampled,2023/05/31 00:00:00+00,PFAS not detected in any samples from the water system
674872.1874,498570.375,1287168,44304931,LENA WATERWORKS,LENA,142551,20,0,29,20,4,35,2,Sampled,2023/06/12 00:00:00+00,PFAS not detected in any samples from the water system
648529.9376,236447.484300001,1289260,26500661,LAKE GENEVA UTILITY COMMISSION,LAKE GENEVA,138386,46,2,2,17,4,36,2,Sampled,2023/04/17 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
420378.25,378958.5625,1289812,63203272,ONALASKA WATERWORKS,ONALASKA,145908,20,0,16,7,2,8,4,Sampled,2023/01/31 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
636677.6876,357644.0001,1299741,42004754,OAKFIELD WATERWORKS,OAKFIELD,141205,30,0,14,16,4,14,2,Sampled,2023/05/02 00:00:00+00,PFAS not detected in any samples from the water system
709238.3126,420512.656099999,1300356,43604308,MISHICOT WATERWORKS,MISHICOT,141747,26,0,20,24,4,4,2,Sampled,2023/06/06 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
532868.6251,496007.1249,1306226,73701518,MARATHON CITY WATERWORKS,MARATHON CITY,147773,54,0,28,6,4,6,1,Sampled,2023/04/18 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
497156.0626,310988.906300001,1309172,15300692,SEXTONVILLE WATERWORKS,SEXTONVILLE,136256,,,9,2,4,8,1,Sampled,2023/05/04 00:00:00+00,PFAS not detected in any samples from the water system
699606.0,363724.593800001,1309899,46004442,KOHLER WATERWORKS,KOHLER,143497,41,1,15,23,4,32,1,,,
408983.5,453412.218699999,1311266,66203313,STRUM WATERWORKS,STRUM,146755,81,1,24,8,2,19,2,Sampled,2023/05/16 00:00:00+00,PFAS not detected in any samples from the water system
494704.1251,517231.468699999,1316975,86101257,MEDFORD WATERWORKS,MEDFORD,151646,32,0,31,1,4,35,6,Sampled,2023/06/05 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
707545.8751,402686.375,1325285,43603648,MANITOWOC WATERWORKS,MANITOWOC,141741,18,0,19,24,4,32,4,Sampled,2023/05/23 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
488222.1875,608081.9999,1327234,85101302,PARK FALLS WATERWORKS,PARK FALLS,150897,71,2,40,1,4,18,2,Sampled,2023/04/11 00:00:00+00,PFAS not detected in any samples from the water system
663678.1251,289952.406199999,1328236,26802149,PEWAUKEE CITY WATER AND SEWER UTILITY,PEWAUKEE,139198,26,0,7,19,4,15,8,Sampled,2023/05/23 00:00:00+00,PFAS above the health advisory level in one or more samples from the system
335334.75,593667.9376,1328674,80703117,SIREN WATERWORKS,SIREN,150308,30,0,38,16,2,8,2,Sampled,2023/04/18 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
711080.3126,412492.25,1330005,43604363,TWO RIVERS WATERWORKS,TWO RIVERS,141751,36,0,20,24,4,34,1,Sampled,2023/04/26 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
634463.7501,389987.8749,1330340,47104574,OSHKOSH WATERWORKS,OSHKOSH,144376,18,0,17,16,4,3,1,Sampled,2023/02/07 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
328697.0625,502555.531199999,1331635,65601217,HAMMOND WATERWORKS,HAMMOND,146584,18,0,29,17,2,27,2,Sampled,2023/05/24 00:00:00+00,PFAS not detected in any samples from the water system
484275.6562,270627.281300001,1334700,12201090,LIVINGSTON WATERWORKS,LIVINGSTON,135602,47,1,5,1,2,13,2,Sampled,2023/05/02 00:00:00+00,PFAS not detected in any samples from the water system
686221.0624,305021.0001,1335016,24601126,MEQUON WATER UTILITY,MEQUON,137681,55,2,9,21,4,36,3,,,
550056.1875,491302.5626,1335579,73701617,ROTHSCHILD WATERWORKS,ROTHSCHILD,147782,76,1,28,7,4,24,1,Sampled,2023/05/22 00:00:00+00,PFAS above the health advisory level in one or more samples from the system
708002.5626,516384.593599999,1336589,43803958,MARINETTE WATERWORKS,MARINETTE,141990,51,2,30,24,4,5,1,Sampled,2023/05/17 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
461470.8124,576585.3749,1337324,85811451,FLAMBEAU CORRECTIONAL CENTER,HAWKINS,151052,,,37,3,2,28,3,,,
428649.9062,522520.8124,1337407,60904580,CORNELL WATERWORKS,CORNELL,144989,13,2,31,6,2,18,1,Sampled,2023/05/16 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
566160.3749,298242.093699999,1338431,11324423,WESTPORT WATER UTILITY,WAUNAKEE,153242,91,1,8,9,4,21,2,Sampled,2023/04/27 00:00:00+00,PFAS not detected in any samples from the water system
557961.0624,322431.5,1344205,11101013,HARMONY GROVE SAN DIST,LODI,134521,22,0,10,8,4,3,2,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
627965.1875,430311.2499,1345965,44504119,HORTONVILLE WATER UTILITY,HORTONVILLE,142923,36,1,22,15,4,35,2,Sampled,2023/04/04 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
502120.8437,352919.8126,1350026,72901378,WONEWOC WATERWORKS,WONEWOC,147267,38,0,14,2,4,35,2,Sampled,2023/05/22 00:00:00+00,PFAS not detected in any samples from the water system
673056.3749,429311.031199999,1350752,40504662,GREENLEAF WATERWORKS,GREENLEAF,140152,,,21,20,4,4,1,Sampled,2023/04/25 00:00:00+00,PFAS not detected in any samples from the water system
531477.7499,460761.968800001,1364478,77209946,MILLADORE WATERWORKS,MILLADORE,6247844,,,25,5,4,25,2,,,
311503.7187,593124.375,1367905,80703106,GRANTSBURG WATERWORKS,GRANTSBURG,150307,10,0,38,19,2,14,3,Sampled,2023/06/21 00:00:00+00,PFAS not detected in any samples from the water system
559023.3124,406835.0624,1374808,47002670,HANCOCK WATERWORKS,HANCOCK,144054,12,0,19,8,4,11,2,Sampled,2023/06/07 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
643465.7501,416162.7499,1375723,44503338,APPLETON WATERWORKS,MENASHA,142910,1,2,20,17,4,15,1,Sampled,2023/01/04 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
643465.7501,416162.7499,1375723,47103342,MENASHA ELEC & WATER UTIL,MENASHA,144361,8,0,20,17,4,15,1,Sampled,2023/04/24 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
643465.7501,416162.7499,1375723,40800760,HARRISON UTILITIES - FKA WAVERLY SD,MENASHA,140352,51,2,20,17,4,15,1,,,
473648.8126,497725.656199999,1386140,61002832,WITHEE WATERWORKS,WITHEE,145272,62,0,29,2,2,35,1,Sampled,2023/05/23 00:00:00+00,PFAS not detected in any samples from the water system
691139.875,292058.3751,1388638,24106071,SHOREWOOD WATERWORKS,SHOREWOOD,137445,81,1,7,22,4,9,2,,,
453028.0313,690275.0625,1389147,80401321,WASHBURN WATERWORKS,WASHBURN,150041,50,0,49,4,2,33,2,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
687215.3126,235619.4376,1392499,23007677,BRISTOL VILLAGE OF EAST,BRISTOL,137360,4,0,1,21,4,1,1,,,
667212.1875,490391.031099999,1396924,44304964,OCONTO FALLS WATERWORKS,OCONTO FALLS,142554,32,0,28,19,4,25,3,Sampled,2023/06/06 00:00:00+00,PFAS not detected in any samples from the water system
434233.7188,282496.843900001,1398241,61203318,BRIDGEPORT SAN DIST NO 1,PRAIRIE DU CHIEN,145479,14,0,6,6,2,11,1,,,
433166.2187,380441.718800001,1400920,63203349,WEST SALEM WATERWORKS,WEST SALEM,145913,91,1,16,6,2,3,3,Sampled,2023/05/31 00:00:00+00,PFAS not detected in any samples from the water system
602850.1874,300934.6876,1402655,12801151,WATERLOO WATERWORKS,WATERLOO,135949,30,0,8,13,4,8,3,Sampled,2023/05/24 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
576882.5626,341276.5625,1405011,11100496,PARDEEVILLE WATERWORKS,PARDEEVILLE,134506,71,1,12,10,4,3,3,Sampled,2023/04/11 00:00:00+00,PFAS not detected in any samples from the water system
646186.9374,369097.4376,1405234,42004699,FOND DU LAC WATERWORKS,FOND DU LAC,141200,18,0,15,17,4,11,4,Sampled,2023/05/17 00:00:00+00,PFAS not detected in any samples from the water system
556603.4375,449694.968699999,1405489,75001410,STEVENS POINT WATERWORKS,STEVENS POINT,148692,81,2,24,8,4,34,3,Sampled,2023/02/20 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
551518.1876,492934.4376,1405844,73701639,WESTON MUNICIPAL UTILITIES,WESTON,147784,81,2,28,8,4,18,7,Sampled,2023/06/14 00:00:00+00,PFAS above the health advisory level in one or more samples from the system
594828.3125,287777.968699999,1409071,11302236,DEERFIELD WATERWORKS,DEERFIELD,134779,24,0,7,12,4,21,2,Sampled,2023/05/24 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
592352.7499,397639.156300001,1410799,47002692,REDGRANITE WATERWORKS,REDGRANITE,144056,76,1,18,12,4,8,2,Sampled,2023/06/06 00:00:00+00,PFAS not detected in any samples from the water system
364239.3751,464024.968900001,1411321,64701076,DURAND WATERWORKS,DURAND,146231,4,0,25,13,2,21,2,Sampled,2023/04/10 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
676774.1249,371193.8126,1415052,46004409,GLENBEULAH WATERWORKS,GLENBEULAH,143495,31,1,15,20,4,1,1,Sampled,2023/06/12 00:00:00+00,PFAS not detected in any samples from the water system
411915.8124,700349.3751,1424236,80400947,PORT WING SANITARY DISTRICT,PORT WING,150030,42,0,50,8,2,31,1,Sampled,2023/05/22 00:00:00+00,PFAS not detected in any samples from the water system
682666.4375,316188.406199999,1425614,24601082,CEDARBURG L & W COMMISSION,CEDARBURG,137677,4,0,10,21,4,27,4,Sampled,2023/01/17 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
638933.4376,234663.718900001,1437891,26500606,WILLIAMS BAY WATERWORKS,WILLIAMS BAY,138384,92,1,1,16,4,1,1,Sampled,2023/06/14 00:00:00+00,PFAS not detected in any samples from the water system
624349.9999,553044.7501,1437928,72101106,WABENO SANITARY DIST 1,WABENO,147117,28,0,34,15,4,7,2,Sampled,2023/04/24 00:00:00+00,PFAS not detected in any samples from the water system
693789.8751,337719.6875,1444342,24601071,BELGIUM WATERWORKS,BELGIUM,137676,2,0,12,22,4,22,3,Sampled,2023/05/24 00:00:00+00,PFAS not detected in any samples from the water system
670088.5624,298124.4375,1448023,26860086,LANNON WATER UTILITY,LANNON,25819700,,,8,20,4,20,2,,,
685316.4375,352073.1874,1450225,46004354,ADELL WATERWORKS,ADELL,143491,1,1,13,21,4,2,2,Sampled,2023/04/17 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
630748.8125,240934.7345,1454242,26501134,DELAVAN WATERWORKS,DELAVAN,138388,6,0,2,16,4,18,3,Sampled,2023/05/23 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
453793.6249,443141.8751,1466466,62702948,MERRILLAN WATERWORKS,MERRILLAN,145776,52,1,23,4,2,23,2,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
457023.8439,325718.2499,1468707,61202526,SOLDIERS GROVE WATERWORKS,SOLDIERS GROVE,145410,81,1,11,3,2,30,2,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
685826.4374,317970.125,1469481,24601115,GRAFTON WATERWORKS,GRAFTON,137680,8,0,10,21,4,24,6,Sampled,2023/02/28 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
696765.8125,237335.203,1477492,23000461,KENOSHA WATER UTILITY,KENOSHA,137040,41,2,2,22,4,36,1,Sampled,2023/03/15 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
586932.1875,483232.4999,1480681,45904650,WITTENBERG WATERWORKS,WITTENBERG,143226,50,0,27,11,4,15,3,Sampled,2023/05/24 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
547811.625,591566.7499,1488043,74401151,MCNAUGHTON CORRECTIONAL CENTER,LAKE TOMAHAWK,148132,10,0,38,7,4,8,1,,,
559684.3124,309551.968699999,1489114,11302203,DANE WATERWORKS,DANE,134776,22,0,9,8,4,14,2,Sampled,2023/06/12 00:00:00+00,PFAS not detected in any samples from the water system
509966.5312,244782.093800001,1493910,13300738,DARLINGTON WATERWORKS,DARLINGTON,136185,10,0,2,3,4,3,2,Sampled,2023/04/18 00:00:00+00,PFAS not detected in any samples from the water system
404237.7188,456693.4999,1495693,66202708,ELEVA WATERWORKS,ELEVA,146741,21,1,24,9,2,10,2,Sampled,2023/05/23 00:00:00+00,PFAS not detected in any samples from the water system
406993.7189,432394.156099999,1501330,66202763,INDEPENDENCE WATERWORKS,INDEPENDENCE,146746,41,2,22,9,2,25,2,Sampled,2023/05/10 00:00:00+00,PFAS not detected in any samples from the water system
693109.5624,365257.718699999,1504408,46004552,SHEBOYGAN FALLS UTILITIES,SHEBOYGAN FALLS,143505,26,0,15,22,4,27,1,,,
471379.4061,239999.765699999,1514581,12200947,DICKEYVILLE WATERWORKS,DICKEYVILLE,135592,16,1,2,2,2,22,2,Sampled,2023/04/24 00:00:00+00,PFAS not detected in any samples from the water system
506958.4687,378981.9375,1515211,72901323,NEW LISBON WATERWORKS,NEW LISBON,147262,61,2,16,3,4,8,3,Sampled,2023/04/12 00:00:00+00,PFAS not detected in any samples from the water system
409757.1251,551537.8125,1522338,85501328,WEYERHAEUSER WATERWORKS,WEYERHAUSER,151054,,,34,8,2,18,2,,,
695021.1876,410400.4375,1525413,43604396,WHITELAW WATERWORKS,WHITELAW,141753,91,1,19,22,4,1,1,Sampled,2023/06/06 00:00:00+00,PFAS not detected in any samples from the water system
622077.6249,302677.5,1528807,12800447,WATERTOWN WATERWORKS,WATERTOWN,135933,32,0,8,15,4,5,3,Sampled,2023/03/20 00:00:00+00,PFAS not detected in any samples from the water system
587139.1249,518899.8126,1531437,73400866,ANTIGO WATERWORKS,ANTIGO,147425,6,0,31,11,4,29,1,Sampled,2023/06/07 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
655020.5624,401636.375,1535146,40804071,STOCKBRIDGE WATERWORKS,STOCKBRIDGE,140449,16,0,19,18,4,35,2,Sampled,2023/06/21 00:00:00+00,PFAS not detected in any samples from the water system
384241.8749,505329.781300001,1547211,61702619,COLFAX WATERWORKS,COLFAX,145499,2,0,29,11,2,9,3,Sampled,2023/06/21 00:00:00+00,PFAS not detected in any samples from the water system
691706.1875,243788.2344,1554248,23014211,SOMERS WATER UTILITY,SOMERS,153673,14,0,2,22,4,9,7,,,
661002.0001,467256.6249,1555115,40503551,PULASKI WATERWORKS,PULASKI,140140,71,1,25,19,4,5,2,Sampled,2023/05/09 00:00:00+00,PFAS not detected in any samples from the water system
575338.9374,335670.343800001,1569530,11101244,WYOCENA WATERWORKS,WYOCENA,134538,42,0,12,10,4,21,2,Sampled,2023/04/04 00:00:00+00,PFAS not detected in any samples from the water system
442716.0313,311314.531199999,1574166,61202515,SENECA SANITARY DIST NO 1,SENECA,145409,18,0,9,5,2,10,1,Sampled,2022/08/02 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
676553.5625,295044.0625,1574968,26801918,BUTLER WATERWORKS,BUTLER,139179,7,1,8,20,4,36,1,,,
495753.3438,492960.781300001,1575527,73701694,COLBY WATERWORKS,COLBY,147789,11,2,28,2,4,18,2,Sampled,2023/05/17 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
583574.125,496130.1874,1575670,45904496,BIRNAMWOOD WATERWORKS,BIRNAMWOOD,143215,12,0,28,11,4,5,2,Sampled,2023/06/06 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
412585.8749,401365.343699999,1576252,66202719,GALESVILLE WATERWORKS,GALESVILLE,146742,31,2,19,8,2,33,2,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
570698.0,272282.406199999,1584517,11302511,OREGON WATERWORKS,OREGON,134803,42,0,5,9,4,12,4,Sampled,2023/04/13 00:00:00+00,PFAS not detected in any samples from the water system
299011.5311,479390.3125,1585266,64802430,PRESCOTT WATERWORKS,PRESCOTT,146282,71,2,26,20,2,10,3,Sampled,2023/06/12 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
494231.7814,496150.8126,1585670,73701485,ABBOTSFORD WATERWORKS,ABBOTSFORD,147770,1,2,28,1,4,1,3,Sampled,2023/04/19 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
577313.6875,283943.4999,1588964,11302412,MCFARLAND WATERWORKS,MC FARLAND,134794,54,1,7,10,4,34,3,Sampled,2023/05/31 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
360459.9688,439947.093800001,1589734,60602322,NELSON WATER & SEWER DEPT,NELSON,144869,32,0,22,13,2,6,1,Sampled,2023/06/06 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
468949.3124,651480.2499,1594043,80203783,MELLEN WATER UTILITY,MELLEN,149921,51,2,45,2,2,31,2,Sampled,2023/04/24 00:00:00+00,PFAS not detected in any samples from the water system
481529.4375,473533.9375,1596586,61003294,LOYAL WATERWORKS,LOYAL,145277,32,0,26,1,2,15,4,Sampled,2023/04/25 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
681613.5,282222.281199999,1599834,24105950,WEST ALLIS WATERWORKS,WEST ALLIS,137435,92,2,6,21,4,9,2,,,
635779.0,231313.0624,1603805,26501288,FONTANA WATER UTILITY,FONTANA,138400,,,1,16,4,15,2,Sampled,2023/06/20 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
439485.0,248861.3125,1608807,12200914,CASSVILLE WATERWORKS,CASSVILLE,135589,8,0,3,5,2,29,1,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
448916.2499,290407.843699999,1609344,61202537,WAUZEKA WATERWORKS,WAUZEKA,145411,22,0,7,4,2,17,2,Sampled,2023/06/06 00:00:00+00,PFAS not detected in any samples from the water system
701634.5,454171.5624,1610454,43102829,LUXEMBURG WATERWORKS,LUXEMBURG,141603,12,0,24,23,4,21,3,Sampled,2023/06/06 00:00:00+00,PFAS not detected in any samples from the water system
637140.3124,336692.468800001,1613611,11400576,MAYVILLE WATERWORKS,MAYVILLE,135262,51,2,12,16,4,23,4,Sampled,2023/04/03 00:00:00+00,PFAS not detected in any samples from the water system
402067.1562,516471.1249,1617119,60904481,BLOOMER WATERWORKS,BLOOMER,144980,10,0,30,9,2,5,4,Sampled,2023/04/18 00:00:00+00,PFAS not detected in any samples from the water system
628902.4374,331836.4376,1619473,11401467,HORICON WATERWORKS,HORICON,135281,36,2,11,15,4,1,3,Sampled,2023/06/06 00:00:00+00,PFAS not detected in any samples from the water system
423497.1562,369321.718800001,1623507,63203118,SHELBY TN OF WEDGEWOOD VLY,LA CROSSE,145895,46,2,15,7,2,10,2,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
435544.625,554450.5001,1627572,85501317,LADYSMITH WATERWORKS,LADYSMITH,151053,46,2,34,6,2,2,3,Sampled,2023/05/30 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
615387.125,318819.8124,1629742,11401522,LOWELL WATERWORKS,LOWELL,135286,32,0,10,14,4,15,1,Sampled,2023/06/14 00:00:00+00,PFAS not detected in any samples from the water system
454127.2813,386625.6251,1630527,64202974,SPARTA WATERWORKS,SPARTA,146090,40,0,17,4,2,14,5,Sampled,2023/01/18 00:00:00+00,PFAS not detected in any samples from the water system
543550.875,281976.7499,1634289,11302478,MT HOREB WATERWORKS,MOUNT HOREB,134800,57,1,6,7,4,7,4,Sampled,2023/05/08 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
683283.2499,275829.781300001,1638804,24105719,GREENDALE WATERWORKS,GREENDALE,137417,31,1,6,21,4,34,2,,,
641790.3125,417617.531199999,1640372,47103584,FOX CROSSING UTILITIES WEST,NEENAH,144365,8,0,20,17,4,9,4,Sampled,2023/02/08 00:00:00+00,PFAS not detected in any samples from the water system
653792.1876,421096.093800001,1640390,44501171,DARBOY SANITARY DIST 1,APPLETON,142904,1,2,21,18,4,33,2,Sampled,2023/03/02 00:00:00+00,PFAS not detected in any samples from the water system
662969.9374,340201.6875,1645105,26701125,KEWASKUM WATERWORKS,KEWASKUM,138789,16,0,12,19,4,9,4,Sampled,2023/05/31 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
564547.1251,301459.093699999,1654579,11302654,WAUNAKEE WATERWORKS,WAUNAKEE,134814,91,1,8,9,4,8,4,Sampled,2023/02/07 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
481402.3438,616100.1249,1657597,80203750,BUTTERNUT WATERWORKS,BUTTERNUT,149918,6,1,41,1,2,21,2,,,
499350.1876,660803.75,1658373,82601222,PENCE WATERWORKS,PENCE,150775,16,0,46,2,4,32,1,,,
387220.1251,490773.0624,1666762,61702641,ELK MOUND WATERWORKS,ELK MOUND,145501,8,0,28,11,2,26,2,Sampled,2023/06/06 00:00:00+00,PFAS not detected in any samples from the water system
355472.75,499718.218699999,1667045,61702674,KNAPP WATERWORKS,KNAPP,145503,41,1,29,14,2,33,2,Sampled,2023/04/11 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
